"idANOMALIA";"CLASSIFICACAO_ANOMALIA_idCLASSIFICACAO_ANOMALIA";"CONTRATO_idCONTRATO";"DESCRICAO";"DATA_OCORRENCIA" 
2722;1;2;"Descricao da anomalia registrada";"2016-09-01"
2723;1;1;"Descricao da anomalia registrada";"2021-03-13"
2724;1;6;"Descricao da anomalia registrada";"2016-05-16"
2725;3;6;"Descricao da anomalia registrada";"2017-04-01"
2726;4;4;"Descricao da anomalia registrada";"2018-08-07"
2727;1;5;"Descricao da anomalia registrada";"2018-01-05"
2728;3;1;"Descricao da anomalia registrada";"2017-04-02"
2729;1;2;"Descricao da anomalia registrada";"2016-08-15"
2730;1;5;"Descricao da anomalia registrada";"2015-07-07"
2731;1;4;"Descricao da anomalia registrada";"2016-03-22"
2732;1;4;"Descricao da anomalia registrada";"2017-12-05"
2733;1;2;"Descricao da anomalia registrada";"2021-01-19"
2734;3;1;"Descricao da anomalia registrada";"2017-03-16"
2735;3;3;"Descricao da anomalia registrada";"2015-09-19"
2736;1;4;"Descricao da anomalia registrada";"2017-03-31"
2737;3;5;"Descricao da anomalia registrada";"2017-10-31"
2738;4;5;"Descricao da anomalia registrada";"2017-02-22"
2739;1;1;"Descricao da anomalia registrada";"2016-10-18"
2740;1;5;"Descricao da anomalia registrada";"2019-05-24"
2741;1;5;"Descricao da anomalia registrada";"2017-10-28"
2742;3;2;"Descricao da anomalia registrada";"2015-12-01"
2743;3;6;"Descricao da anomalia registrada";"2020-10-13"
2744;4;4;"Descricao da anomalia registrada";"2016-06-17"
2745;1;4;"Descricao da anomalia registrada";"2018-11-29"
2746;4;3;"Descricao da anomalia registrada";"2020-06-14"
2747;1;1;"Descricao da anomalia registrada";"2016-02-02"
2748;1;4;"Descricao da anomalia registrada";"2017-10-16"
2749;5;4;"Descricao da anomalia registrada";"2020-09-12"
2750;3;4;"Descricao da anomalia registrada";"2019-11-13"
2751;1;4;"Descricao da anomalia registrada";"2019-10-23"
2752;1;6;"Descricao da anomalia registrada";"2019-03-19"
2753;1;3;"Descricao da anomalia registrada";"2015-11-24"
2754;4;1;"Descricao da anomalia registrada";"2016-10-23"
2755;1;5;"Descricao da anomalia registrada";"2021-05-26"
2756;3;1;"Descricao da anomalia registrada";"2019-01-01"
2757;1;6;"Descricao da anomalia registrada";"2018-10-10"
2758;3;2;"Descricao da anomalia registrada";"2015-09-25"
2759;1;1;"Descricao da anomalia registrada";"2015-12-01"
2760;3;2;"Descricao da anomalia registrada";"2019-04-02"
2761;1;1;"Descricao da anomalia registrada";"2018-05-04"
2762;4;4;"Descricao da anomalia registrada";"2021-03-16"
2763;3;5;"Descricao da anomalia registrada";"2021-04-22"
2764;4;3;"Descricao da anomalia registrada";"2017-06-11"
2765;1;1;"Descricao da anomalia registrada";"2020-02-18"
2766;3;2;"Descricao da anomalia registrada";"2018-01-06"
2767;3;3;"Descricao da anomalia registrada";"2018-08-05"
2768;3;2;"Descricao da anomalia registrada";"2020-03-04"
2769;3;2;"Descricao da anomalia registrada";"2019-03-16"
2770;3;3;"Descricao da anomalia registrada";"2019-04-07"
2771;1;1;"Descricao da anomalia registrada";"2019-08-25"
2772;1;1;"Descricao da anomalia registrada";"2020-03-07"
2773;3;6;"Descricao da anomalia registrada";"2021-04-05"
2774;3;4;"Descricao da anomalia registrada";"2020-04-29"
2775;1;2;"Descricao da anomalia registrada";"2020-09-25"
2776;1;3;"Descricao da anomalia registrada";"2017-07-19"
2777;1;3;"Descricao da anomalia registrada";"2020-09-18"
2778;1;1;"Descricao da anomalia registrada";"2018-10-28"
2779;3;3;"Descricao da anomalia registrada";"2017-11-02"
2780;1;1;"Descricao da anomalia registrada";"2017-07-11"
2781;4;1;"Descricao da anomalia registrada";"2018-02-17"
2782;3;4;"Descricao da anomalia registrada";"2016-08-19"
2783;4;2;"Descricao da anomalia registrada";"2015-09-05"
2784;1;3;"Descricao da anomalia registrada";"2018-09-17"
2785;1;4;"Descricao da anomalia registrada";"2016-04-25"
2786;3;2;"Descricao da anomalia registrada";"2017-05-17"
2787;1;6;"Descricao da anomalia registrada";"2020-02-23"
2788;3;4;"Descricao da anomalia registrada";"2016-09-23"
2789;3;1;"Descricao da anomalia registrada";"2020-07-02"
2790;1;5;"Descricao da anomalia registrada";"2020-06-08"
2791;3;2;"Descricao da anomalia registrada";"2019-04-27"
2792;1;1;"Descricao da anomalia registrada";"2020-05-16"
2793;3;1;"Descricao da anomalia registrada";"2020-06-16"
2794;1;4;"Descricao da anomalia registrada";"2020-04-23"
2795;1;1;"Descricao da anomalia registrada";"2015-11-21"
2796;3;4;"Descricao da anomalia registrada";"2015-09-22"
2797;3;5;"Descricao da anomalia registrada";"2018-04-08"
2798;1;3;"Descricao da anomalia registrada";"2016-06-08"
2799;3;3;"Descricao da anomalia registrada";"2016-01-27"
2800;1;4;"Descricao da anomalia registrada";"2019-03-09"
2801;3;6;"Descricao da anomalia registrada";"2017-01-28"
2802;3;5;"Descricao da anomalia registrada";"2017-03-14"
2803;1;4;"Descricao da anomalia registrada";"2019-05-20"
2804;5;2;"Descricao da anomalia registrada";"2018-06-04"
2805;1;3;"Descricao da anomalia registrada";"2021-03-11"
2806;1;1;"Descricao da anomalia registrada";"2016-10-02"
2807;1;1;"Descricao da anomalia registrada";"2016-01-27"
2808;1;2;"Descricao da anomalia registrada";"2018-10-15"
2809;1;1;"Descricao da anomalia registrada";"2019-01-31"
2810;1;5;"Descricao da anomalia registrada";"2021-05-24"
2811;5;5;"Descricao da anomalia registrada";"2017-04-22"
2812;1;3;"Descricao da anomalia registrada";"2015-08-19"
2813;1;4;"Descricao da anomalia registrada";"2021-01-25"
2814;3;2;"Descricao da anomalia registrada";"2018-08-09"
2815;3;6;"Descricao da anomalia registrada";"2016-01-05"
2816;1;1;"Descricao da anomalia registrada";"2017-11-17"
2817;3;6;"Descricao da anomalia registrada";"2021-04-16"
2818;3;1;"Descricao da anomalia registrada";"2020-09-22"
2819;1;6;"Descricao da anomalia registrada";"2019-12-22"
2820;1;6;"Descricao da anomalia registrada";"2016-07-29"
2821;1;3;"Descricao da anomalia registrada";"2015-07-18"
2822;1;4;"Descricao da anomalia registrada";"2017-03-16"
2823;3;2;"Descricao da anomalia registrada";"2021-03-04"
2824;3;1;"Descricao da anomalia registrada";"2017-11-21"
2825;4;3;"Descricao da anomalia registrada";"2020-07-11"
2826;1;1;"Descricao da anomalia registrada";"2021-07-14"
2827;1;2;"Descricao da anomalia registrada";"2016-09-20"
2828;4;5;"Descricao da anomalia registrada";"2019-10-31"
2829;1;1;"Descricao da anomalia registrada";"2016-12-26"
2830;1;1;"Descricao da anomalia registrada";"2018-05-13"
2831;1;5;"Descricao da anomalia registrada";"2018-01-22"
2832;3;5;"Descricao da anomalia registrada";"2016-05-07"
2833;1;5;"Descricao da anomalia registrada";"2021-05-09"
2834;3;4;"Descricao da anomalia registrada";"2018-03-20"
2835;3;5;"Descricao da anomalia registrada";"2017-11-17"
2836;3;6;"Descricao da anomalia registrada";"2015-12-26"
2837;1;1;"Descricao da anomalia registrada";"2019-08-30"
2838;3;4;"Descricao da anomalia registrada";"2016-08-01"
2839;1;4;"Descricao da anomalia registrada";"2016-10-26"
2840;1;2;"Descricao da anomalia registrada";"2019-03-29"
2841;1;2;"Descricao da anomalia registrada";"2016-10-25"
2842;3;6;"Descricao da anomalia registrada";"2018-02-23"
2843;4;6;"Descricao da anomalia registrada";"2016-06-27"
2844;1;3;"Descricao da anomalia registrada";"2017-12-08"
2845;1;5;"Descricao da anomalia registrada";"2016-01-04"
2846;3;6;"Descricao da anomalia registrada";"2019-07-21"
2847;3;1;"Descricao da anomalia registrada";"2016-09-18"
2848;3;1;"Descricao da anomalia registrada";"2017-12-08"
2849;3;1;"Descricao da anomalia registrada";"2020-08-22"
2850;3;4;"Descricao da anomalia registrada";"2020-05-23"
2851;4;5;"Descricao da anomalia registrada";"2017-11-16"
2852;1;4;"Descricao da anomalia registrada";"2021-07-21"
2853;1;5;"Descricao da anomalia registrada";"2019-03-16"
2854;1;1;"Descricao da anomalia registrada";"2016-10-05"
2855;3;2;"Descricao da anomalia registrada";"2017-12-14"
2856;1;3;"Descricao da anomalia registrada";"2015-09-12"
2857;3;5;"Descricao da anomalia registrada";"2015-08-29"
2858;1;2;"Descricao da anomalia registrada";"2020-09-24"
2859;3;1;"Descricao da anomalia registrada";"2018-01-12"
2860;3;3;"Descricao da anomalia registrada";"2018-05-27"
2861;1;6;"Descricao da anomalia registrada";"2015-12-19"
2862;3;6;"Descricao da anomalia registrada";"2018-03-27"
2863;5;1;"Descricao da anomalia registrada";"2018-02-06"
2864;1;5;"Descricao da anomalia registrada";"2019-03-07"
2865;5;2;"Descricao da anomalia registrada";"2016-10-01"
2866;3;6;"Descricao da anomalia registrada";"2015-08-07"
2867;1;5;"Descricao da anomalia registrada";"2020-07-23"
2868;1;2;"Descricao da anomalia registrada";"2017-02-09"
2869;1;2;"Descricao da anomalia registrada";"2016-06-26"
2870;1;5;"Descricao da anomalia registrada";"2018-05-02"
2871;3;6;"Descricao da anomalia registrada";"2016-06-19"
2872;3;6;"Descricao da anomalia registrada";"2018-04-17"
2873;1;6;"Descricao da anomalia registrada";"2021-04-15"
2874;5;2;"Descricao da anomalia registrada";"2019-02-03"
2875;3;4;"Descricao da anomalia registrada";"2016-11-02"
2876;1;6;"Descricao da anomalia registrada";"2016-01-22"
2877;4;1;"Descricao da anomalia registrada";"2017-11-14"
2878;1;2;"Descricao da anomalia registrada";"2019-09-12"
2879;3;2;"Descricao da anomalia registrada";"2015-10-12"
2880;1;5;"Descricao da anomalia registrada";"2019-06-26"
2881;1;4;"Descricao da anomalia registrada";"2020-04-24"
2882;3;5;"Descricao da anomalia registrada";"2020-07-10"
2883;1;6;"Descricao da anomalia registrada";"2017-04-30"
2884;1;4;"Descricao da anomalia registrada";"2017-09-05"
2885;1;5;"Descricao da anomalia registrada";"2018-04-19"
2886;1;6;"Descricao da anomalia registrada";"2019-07-29"
2887;3;6;"Descricao da anomalia registrada";"2021-05-30"
2888;1;1;"Descricao da anomalia registrada";"2020-11-19"
2889;3;3;"Descricao da anomalia registrada";"2020-04-29"
2890;4;4;"Descricao da anomalia registrada";"2020-04-21"
2891;4;4;"Descricao da anomalia registrada";"2018-08-13"
2892;3;2;"Descricao da anomalia registrada";"2016-11-09"
2893;1;1;"Descricao da anomalia registrada";"2019-05-05"
2894;1;4;"Descricao da anomalia registrada";"2019-09-10"
2895;5;1;"Descricao da anomalia registrada";"2020-11-11"
2896;3;6;"Descricao da anomalia registrada";"2018-12-20"
2897;1;3;"Descricao da anomalia registrada";"2020-05-24"
2898;3;2;"Descricao da anomalia registrada";"2017-12-23"
2899;1;1;"Descricao da anomalia registrada";"2017-09-28"
2900;1;3;"Descricao da anomalia registrada";"2020-01-19"
2901;3;2;"Descricao da anomalia registrada";"2020-02-22"
2902;3;4;"Descricao da anomalia registrada";"2018-02-14"
2903;3;3;"Descricao da anomalia registrada";"2018-02-25"
2904;1;4;"Descricao da anomalia registrada";"2020-02-06"
2905;1;3;"Descricao da anomalia registrada";"2019-11-30"
2906;1;6;"Descricao da anomalia registrada";"2020-09-23"
2907;3;3;"Descricao da anomalia registrada";"2015-07-14"
2908;1;2;"Descricao da anomalia registrada";"2021-03-30"
2909;3;1;"Descricao da anomalia registrada";"2017-03-09"
2910;1;4;"Descricao da anomalia registrada";"2018-08-02"
2911;4;5;"Descricao da anomalia registrada";"2016-04-20"
2912;4;2;"Descricao da anomalia registrada";"2021-07-21"
2913;1;4;"Descricao da anomalia registrada";"2017-01-08"
2914;1;3;"Descricao da anomalia registrada";"2015-08-06"
2915;4;6;"Descricao da anomalia registrada";"2017-08-03"
2916;1;5;"Descricao da anomalia registrada";"2020-04-17"
2917;4;1;"Descricao da anomalia registrada";"2019-03-28"
2918;1;6;"Descricao da anomalia registrada";"2019-12-07"
2919;3;1;"Descricao da anomalia registrada";"2016-03-31"
2920;4;2;"Descricao da anomalia registrada";"2018-09-29"
2921;3;4;"Descricao da anomalia registrada";"2020-08-27"
2922;3;6;"Descricao da anomalia registrada";"2016-09-01"
2923;1;2;"Descricao da anomalia registrada";"2019-04-21"
2924;1;2;"Descricao da anomalia registrada";"2019-06-22"
2925;1;1;"Descricao da anomalia registrada";"2017-07-15"
2926;1;6;"Descricao da anomalia registrada";"2017-06-07"
2927;3;6;"Descricao da anomalia registrada";"2016-07-18"
2928;1;4;"Descricao da anomalia registrada";"2019-02-20"
2929;1;1;"Descricao da anomalia registrada";"2021-06-29"
2930;1;3;"Descricao da anomalia registrada";"2020-01-25"
2931;4;5;"Descricao da anomalia registrada";"2016-12-18"
2932;1;3;"Descricao da anomalia registrada";"2021-05-04"
2933;6;2;"Descricao da anomalia registrada";"2019-10-22"
2934;1;1;"Descricao da anomalia registrada";"2016-12-31"
2935;3;2;"Descricao da anomalia registrada";"2018-04-13"
2936;1;3;"Descricao da anomalia registrada";"2018-10-15"
2937;1;1;"Descricao da anomalia registrada";"2017-12-08"
2938;3;6;"Descricao da anomalia registrada";"2016-01-17"
2939;3;4;"Descricao da anomalia registrada";"2019-08-25"
2940;3;4;"Descricao da anomalia registrada";"2018-03-09"
2941;4;3;"Descricao da anomalia registrada";"2017-10-17"
2942;3;4;"Descricao da anomalia registrada";"2019-12-11"
2943;4;4;"Descricao da anomalia registrada";"2020-08-11"
2944;1;2;"Descricao da anomalia registrada";"2015-12-12"
2945;3;6;"Descricao da anomalia registrada";"2020-04-03"
2946;3;2;"Descricao da anomalia registrada";"2016-04-21"
2947;3;1;"Descricao da anomalia registrada";"2016-03-11"
2948;3;5;"Descricao da anomalia registrada";"2021-02-23"
2949;3;5;"Descricao da anomalia registrada";"2019-09-25"
2950;1;4;"Descricao da anomalia registrada";"2015-11-22"
2951;3;6;"Descricao da anomalia registrada";"2016-04-17"
2952;3;1;"Descricao da anomalia registrada";"2017-02-24"
2953;1;5;"Descricao da anomalia registrada";"2019-03-12"
2954;3;5;"Descricao da anomalia registrada";"2019-01-12"
2955;3;1;"Descricao da anomalia registrada";"2019-07-13"
2956;1;1;"Descricao da anomalia registrada";"2017-06-30"
2957;1;4;"Descricao da anomalia registrada";"2016-02-11"
2958;3;6;"Descricao da anomalia registrada";"2017-04-19"
2959;3;3;"Descricao da anomalia registrada";"2020-06-18"
2960;1;4;"Descricao da anomalia registrada";"2017-01-24"
2961;3;2;"Descricao da anomalia registrada";"2020-05-17"
2962;1;2;"Descricao da anomalia registrada";"2016-07-19"
2963;1;5;"Descricao da anomalia registrada";"2019-03-23"
2964;3;2;"Descricao da anomalia registrada";"2020-05-25"
2965;1;1;"Descricao da anomalia registrada";"2021-03-21"
2966;3;6;"Descricao da anomalia registrada";"2019-01-27"
2967;4;6;"Descricao da anomalia registrada";"2016-10-01"
2968;1;3;"Descricao da anomalia registrada";"2016-05-25"
2969;1;5;"Descricao da anomalia registrada";"2020-03-07"
2970;1;4;"Descricao da anomalia registrada";"2018-02-09"
2971;5;3;"Descricao da anomalia registrada";"2019-07-22"
2972;1;3;"Descricao da anomalia registrada";"2016-01-12"
2973;3;1;"Descricao da anomalia registrada";"2016-02-19"
2974;1;5;"Descricao da anomalia registrada";"2015-10-08"
2975;3;4;"Descricao da anomalia registrada";"2020-05-05"
2976;4;3;"Descricao da anomalia registrada";"2018-06-25"
2977;1;5;"Descricao da anomalia registrada";"2016-10-21"
2978;1;6;"Descricao da anomalia registrada";"2021-02-24"
2979;3;5;"Descricao da anomalia registrada";"2020-07-19"
2980;1;6;"Descricao da anomalia registrada";"2018-06-07"
2981;1;5;"Descricao da anomalia registrada";"2017-07-06"
2982;3;4;"Descricao da anomalia registrada";"2017-02-04"
2983;3;2;"Descricao da anomalia registrada";"2021-06-24"
2984;1;2;"Descricao da anomalia registrada";"2019-07-23"
2985;3;3;"Descricao da anomalia registrada";"2018-05-06"
2986;3;2;"Descricao da anomalia registrada";"2021-07-16"
2987;1;4;"Descricao da anomalia registrada";"2017-06-01"
2988;1;6;"Descricao da anomalia registrada";"2016-05-08"
2989;1;4;"Descricao da anomalia registrada";"2021-05-30"
2990;1;2;"Descricao da anomalia registrada";"2019-02-25"
2991;1;5;"Descricao da anomalia registrada";"2019-10-17"
2992;1;1;"Descricao da anomalia registrada";"2017-12-25"
2993;1;6;"Descricao da anomalia registrada";"2019-08-31"
2994;3;1;"Descricao da anomalia registrada";"2019-04-05"
2995;1;1;"Descricao da anomalia registrada";"2016-12-22"
2996;3;2;"Descricao da anomalia registrada";"2017-03-28"
2997;3;2;"Descricao da anomalia registrada";"2015-08-21"
2998;1;1;"Descricao da anomalia registrada";"2016-04-02"
2999;1;4;"Descricao da anomalia registrada";"2019-01-21"
3000;1;6;"Descricao da anomalia registrada";"2018-03-14"
3001;3;2;"Descricao da anomalia registrada";"2021-01-02"
3002;1;2;"Descricao da anomalia registrada";"2016-08-16"
3003;1;5;"Descricao da anomalia registrada";"2020-12-28"
3004;3;4;"Descricao da anomalia registrada";"2018-12-07"
3005;1;1;"Descricao da anomalia registrada";"2021-06-28"
3006;3;6;"Descricao da anomalia registrada";"2017-03-27"
3007;3;4;"Descricao da anomalia registrada";"2019-01-12"
3008;1;1;"Descricao da anomalia registrada";"2020-11-18"
3009;1;2;"Descricao da anomalia registrada";"2019-04-03"
3010;3;5;"Descricao da anomalia registrada";"2017-01-29"
3011;1;4;"Descricao da anomalia registrada";"2020-09-03"
3012;1;6;"Descricao da anomalia registrada";"2019-09-27"
3013;3;4;"Descricao da anomalia registrada";"2015-07-15"
3014;1;4;"Descricao da anomalia registrada";"2016-03-28"
3015;1;1;"Descricao da anomalia registrada";"2021-01-04"
3016;1;2;"Descricao da anomalia registrada";"2016-08-14"
3017;3;2;"Descricao da anomalia registrada";"2017-02-07"
3018;3;4;"Descricao da anomalia registrada";"2020-03-26"
3019;1;3;"Descricao da anomalia registrada";"2017-07-19"
3020;1;4;"Descricao da anomalia registrada";"2020-10-05"
3021;3;6;"Descricao da anomalia registrada";"2015-11-30"
3022;3;6;"Descricao da anomalia registrada";"2020-02-01"
3023;1;6;"Descricao da anomalia registrada";"2021-05-18"
3024;3;3;"Descricao da anomalia registrada";"2017-04-26"
3025;1;6;"Descricao da anomalia registrada";"2015-12-28"
3026;1;4;"Descricao da anomalia registrada";"2020-02-03"
3027;1;3;"Descricao da anomalia registrada";"2021-02-12"
3028;1;2;"Descricao da anomalia registrada";"2015-08-10"
3029;1;3;"Descricao da anomalia registrada";"2017-09-21"
3030;3;2;"Descricao da anomalia registrada";"2019-04-19"
3031;1;2;"Descricao da anomalia registrada";"2020-08-21"
3032;1;2;"Descricao da anomalia registrada";"2018-06-01"
3033;3;6;"Descricao da anomalia registrada";"2016-07-11"
3034;1;1;"Descricao da anomalia registrada";"2019-03-15"
3035;1;5;"Descricao da anomalia registrada";"2018-04-27"
3036;3;1;"Descricao da anomalia registrada";"2018-06-17"
3037;1;5;"Descricao da anomalia registrada";"2020-06-19"
3038;1;2;"Descricao da anomalia registrada";"2017-07-22"
3039;3;2;"Descricao da anomalia registrada";"2016-04-21"
3040;3;2;"Descricao da anomalia registrada";"2019-01-09"
3041;1;4;"Descricao da anomalia registrada";"2019-03-03"
3042;1;3;"Descricao da anomalia registrada";"2020-12-14"
3043;3;4;"Descricao da anomalia registrada";"2020-04-03"
3044;1;4;"Descricao da anomalia registrada";"2015-07-27"
3045;3;3;"Descricao da anomalia registrada";"2016-06-03"
3046;1;5;"Descricao da anomalia registrada";"2019-01-21"
3047;3;3;"Descricao da anomalia registrada";"2017-01-21"
3048;5;6;"Descricao da anomalia registrada";"2021-03-12"
3049;1;2;"Descricao da anomalia registrada";"2019-11-13"
3050;3;1;"Descricao da anomalia registrada";"2018-07-27"
3051;1;5;"Descricao da anomalia registrada";"2016-10-09"
3052;1;4;"Descricao da anomalia registrada";"2017-08-29"
3053;1;1;"Descricao da anomalia registrada";"2020-10-19"
3054;4;1;"Descricao da anomalia registrada";"2020-02-25"
3055;1;1;"Descricao da anomalia registrada";"2015-10-11"
3056;1;4;"Descricao da anomalia registrada";"2016-02-09"
3057;3;5;"Descricao da anomalia registrada";"2019-08-02"
3058;3;3;"Descricao da anomalia registrada";"2017-07-14"
3059;3;4;"Descricao da anomalia registrada";"2020-09-14"
3060;1;4;"Descricao da anomalia registrada";"2018-03-09"
3061;4;3;"Descricao da anomalia registrada";"2016-06-25"
3062;1;2;"Descricao da anomalia registrada";"2015-07-06"
3063;1;5;"Descricao da anomalia registrada";"2018-09-07"
3064;5;4;"Descricao da anomalia registrada";"2018-09-19"
3065;3;5;"Descricao da anomalia registrada";"2021-02-09"
3066;1;2;"Descricao da anomalia registrada";"2015-12-23"
3067;4;5;"Descricao da anomalia registrada";"2020-06-30"
3068;1;4;"Descricao da anomalia registrada";"2016-07-10"
3069;3;3;"Descricao da anomalia registrada";"2016-08-17"
3070;1;3;"Descricao da anomalia registrada";"2015-10-01"
3071;3;6;"Descricao da anomalia registrada";"2016-04-07"
3072;1;2;"Descricao da anomalia registrada";"2019-01-14"
3073;3;1;"Descricao da anomalia registrada";"2015-08-09"
3074;1;6;"Descricao da anomalia registrada";"2015-11-26"
3075;1;3;"Descricao da anomalia registrada";"2018-11-04"
3076;1;6;"Descricao da anomalia registrada";"2015-09-04"
3077;1;1;"Descricao da anomalia registrada";"2018-01-15"
3078;1;4;"Descricao da anomalia registrada";"2019-03-10"
3079;1;5;"Descricao da anomalia registrada";"2018-12-15"
3080;1;3;"Descricao da anomalia registrada";"2021-04-18"
3081;1;4;"Descricao da anomalia registrada";"2020-06-01"
3082;3;1;"Descricao da anomalia registrada";"2017-11-10"
3083;5;1;"Descricao da anomalia registrada";"2019-10-07"
3084;3;5;"Descricao da anomalia registrada";"2021-06-22"
3085;4;4;"Descricao da anomalia registrada";"2018-06-03"
3086;1;4;"Descricao da anomalia registrada";"2016-12-29"
3087;1;5;"Descricao da anomalia registrada";"2018-05-31"
3088;4;4;"Descricao da anomalia registrada";"2017-04-21"
3089;3;1;"Descricao da anomalia registrada";"2021-03-21"
3090;1;4;"Descricao da anomalia registrada";"2019-08-19"
3091;3;5;"Descricao da anomalia registrada";"2015-08-28"
3092;1;3;"Descricao da anomalia registrada";"2016-02-23"
3093;1;1;"Descricao da anomalia registrada";"2019-07-11"
3094;1;5;"Descricao da anomalia registrada";"2019-05-05"
3095;1;1;"Descricao da anomalia registrada";"2019-06-10"
3096;1;1;"Descricao da anomalia registrada";"2021-03-11"
3097;1;4;"Descricao da anomalia registrada";"2016-05-11"
3098;3;6;"Descricao da anomalia registrada";"2017-07-27"
3099;1;3;"Descricao da anomalia registrada";"2019-06-30"
3100;3;6;"Descricao da anomalia registrada";"2016-04-29"
3101;4;5;"Descricao da anomalia registrada";"2019-12-07"
3102;1;2;"Descricao da anomalia registrada";"2015-11-11"
3103;3;6;"Descricao da anomalia registrada";"2017-03-11"
3104;1;6;"Descricao da anomalia registrada";"2020-08-10"
3105;3;6;"Descricao da anomalia registrada";"2019-03-22"
3106;1;3;"Descricao da anomalia registrada";"2018-05-28"
3107;1;5;"Descricao da anomalia registrada";"2018-09-02"
3108;1;1;"Descricao da anomalia registrada";"2020-09-20"
3109;3;3;"Descricao da anomalia registrada";"2017-10-02"
3110;1;6;"Descricao da anomalia registrada";"2017-05-17"
3111;3;3;"Descricao da anomalia registrada";"2019-08-15"
3112;1;3;"Descricao da anomalia registrada";"2017-07-15"
3113;5;1;"Descricao da anomalia registrada";"2021-05-03"
3114;3;1;"Descricao da anomalia registrada";"2016-10-03"
3115;5;4;"Descricao da anomalia registrada";"2021-03-11"
3116;3;5;"Descricao da anomalia registrada";"2016-10-05"
3117;1;6;"Descricao da anomalia registrada";"2020-07-14"
3118;1;4;"Descricao da anomalia registrada";"2015-08-02"
3119;1;4;"Descricao da anomalia registrada";"2017-05-04"
3120;1;5;"Descricao da anomalia registrada";"2017-07-11"
3121;3;6;"Descricao da anomalia registrada";"2016-10-24"
3122;1;2;"Descricao da anomalia registrada";"2015-07-21"
3123;1;5;"Descricao da anomalia registrada";"2020-07-10"
3124;1;3;"Descricao da anomalia registrada";"2019-07-09"
3125;1;1;"Descricao da anomalia registrada";"2021-02-27"
3126;3;4;"Descricao da anomalia registrada";"2019-03-20"
3127;1;3;"Descricao da anomalia registrada";"2018-09-14"
3128;1;5;"Descricao da anomalia registrada";"2019-06-25"
3129;1;5;"Descricao da anomalia registrada";"2016-02-12"
3130;1;3;"Descricao da anomalia registrada";"2018-12-25"
3131;1;6;"Descricao da anomalia registrada";"2017-03-02"
3132;1;5;"Descricao da anomalia registrada";"2015-10-22"
3133;3;1;"Descricao da anomalia registrada";"2016-02-20"
3134;1;1;"Descricao da anomalia registrada";"2015-09-18"
3135;3;3;"Descricao da anomalia registrada";"2018-03-01"
3136;1;5;"Descricao da anomalia registrada";"2019-10-03"
3137;5;2;"Descricao da anomalia registrada";"2018-12-17"
3138;1;1;"Descricao da anomalia registrada";"2021-04-30"
3139;4;5;"Descricao da anomalia registrada";"2018-03-16"
3140;1;3;"Descricao da anomalia registrada";"2020-05-27"
3141;1;5;"Descricao da anomalia registrada";"2015-11-07"
3142;1;3;"Descricao da anomalia registrada";"2017-10-14"
3143;3;4;"Descricao da anomalia registrada";"2020-07-09"
3144;3;2;"Descricao da anomalia registrada";"2021-07-23"
3145;1;1;"Descricao da anomalia registrada";"2016-07-12"
3146;4;4;"Descricao da anomalia registrada";"2020-02-29"
3147;4;5;"Descricao da anomalia registrada";"2019-07-30"
3148;4;2;"Descricao da anomalia registrada";"2016-02-25"
3149;3;5;"Descricao da anomalia registrada";"2021-04-24"
3150;1;5;"Descricao da anomalia registrada";"2020-07-09"
3151;1;1;"Descricao da anomalia registrada";"2018-01-16"
3152;1;5;"Descricao da anomalia registrada";"2016-05-03"
3153;1;4;"Descricao da anomalia registrada";"2020-08-17"
3154;1;1;"Descricao da anomalia registrada";"2019-03-03"
3155;1;2;"Descricao da anomalia registrada";"2018-07-27"
3156;4;6;"Descricao da anomalia registrada";"2021-03-19"
3157;1;2;"Descricao da anomalia registrada";"2020-06-19"
3158;1;2;"Descricao da anomalia registrada";"2020-03-07"
3159;4;5;"Descricao da anomalia registrada";"2020-03-31"
3160;1;4;"Descricao da anomalia registrada";"2016-07-19"
3161;1;3;"Descricao da anomalia registrada";"2017-03-13"
3162;4;2;"Descricao da anomalia registrada";"2017-04-28"
3163;3;5;"Descricao da anomalia registrada";"2018-02-19"
3164;1;1;"Descricao da anomalia registrada";"2017-10-23"
3165;1;2;"Descricao da anomalia registrada";"2015-10-19"
3166;1;6;"Descricao da anomalia registrada";"2016-06-02"
3167;3;5;"Descricao da anomalia registrada";"2020-06-09"
3168;4;4;"Descricao da anomalia registrada";"2019-06-23"
3169;1;4;"Descricao da anomalia registrada";"2020-04-20"
3170;3;4;"Descricao da anomalia registrada";"2018-11-30"
3171;3;1;"Descricao da anomalia registrada";"2020-02-09"
3172;3;2;"Descricao da anomalia registrada";"2017-01-17"
3173;1;3;"Descricao da anomalia registrada";"2020-12-17"
3174;1;1;"Descricao da anomalia registrada";"2017-01-30"
3175;5;5;"Descricao da anomalia registrada";"2017-08-26"
3176;1;3;"Descricao da anomalia registrada";"2017-06-03"
3177;3;3;"Descricao da anomalia registrada";"2019-04-26"
3178;1;1;"Descricao da anomalia registrada";"2020-12-05"
3179;1;3;"Descricao da anomalia registrada";"2016-10-26"
3180;3;2;"Descricao da anomalia registrada";"2020-06-21"
3181;1;6;"Descricao da anomalia registrada";"2019-06-18"
3182;1;6;"Descricao da anomalia registrada";"2017-11-13"
3183;4;2;"Descricao da anomalia registrada";"2016-03-05"
3184;3;1;"Descricao da anomalia registrada";"2018-06-14"
